200.233	28.9001
200.22	28.9191
300.065	28.5851
300.062	28.5851
300.067	28.5823
399.914	27.8596
399.914	27.8544
399.914	27.8578
499.938	27.1089
499.939	27.1052
499.937 27.1052
599.964	26.3111
599.963	26.1519
599.961	26.3068
599.961	26.2349
699.988	25.3057
699.989	25.2935
699.988	25.3435
800.011	24.3707
800.011	24.4085
800.012	24.3429
900.036	23.3129
900.037	23.3181
900.037	23.3197
900.037	23.3335
1000.06	22.1911
1000.06	22.192
1000.06	22.1667
1100.09	20.9635
1100.09	20.9567
1100.09	20.9578
1199.93	19.6943
1199.93	19.6591
1199.93	19.7089
1199.93	19.6715
1299.95	18.4437
1299.95	18.4366
1299.95	18.4337
1399.98	17.5315
1399.98	17.5479
1399.98	17.5643
1500	17.6137
1500	17.7276
1500	17.7023
1600.03	19.9905
1600.03	20.009
1600.03	20.0226
1600.03	19.9898
1700.05	26.2345
1700.05	26.2553
1700.05	26.2614
1800.06	35.8623
1800.06	35.9013
1800.06	35.889
1900.08	45.1908
1900.08	45.089
1900.08	45.1462
1900.08	45.1824
1999.94	50.6629
1999.94	50.642
1999.95	50.6578
2099.97	52.8608
2099.97	52.8352
2099.97	52.8682
2199.99	52.9375
2199.99	52.9458
2199.99	52.9435
2300.02	52.1037
2300.01	52.1437
2300.01	52.1038
2300.02	52.1175
2400.04	50.9866
2400.04	51.0041
2400.04	50.9842
2500.07	49.7055
2500.07	49.7302
2500.07	49.7692
2600.09	48.6027
2600.09	48.6048
2600.09	48.5647
2600.09	48.5799
2700.11	47.5488
2700.12	47.4434
2700.11	47.511
2799.95	46.478
2799.95	46.4838
2799.95	46.4793
2899.98	45.6971
2899.98	45.6812
2899.98	45.6099
2899.98	45.6603
3000.01	44.8643
3000.01	44.8455
3000	44.8515
3100.03	44.1767
3100.03	44.19
3100.03	44.2206
3200.05	43.5961
3200.05	43.5422
3200.05	43.5589
3300.08	42.9669
3300.08	43.0186
3300.07	43.0047
3300.08	42.9568
3400.1	42.4697
3400.1	42.5217
3400.1	42.521
3499.94	42.0855
3499.94	42.0038
3499.94	42.0939
3599.97	41.6391
3599.96	41.6912
3599.96	41.6826
3599.97	41.6372
3699.99	41.2993
3699.99	41.2765
3699.99	41.2477
3800.01	40.9839
3800.01	40.8938
3800.01	40.9333
3900.04	40.6525
3900.04	40.6561
3900.04	40.6472
3900.04	40.6756
4000.06	40.4261
4000.07	40.3111
4000.06	40.4088
4100.09	40.1814
4100.09	40.1182
4100.09	40.1376
4200.11	39.8804
4200.12	39.8238
4200.12	39.8522
4200.11	39.8891
4299.95	39.6248
4299.95	39.6953
4299.95	39.6238
4399.98	39.425
4399.98	39.4515
4399.98	39.4764
4500	39.2684
4500	39.2586
4500	39.2647
4600.03	39.061
4600.03	39.1088
4600.03	39.1075
4600.03	39.1206
4700.05	38.9144
4700.05	38.9061
4700.05	38.9698
4800.08	38.7733
4800.08	38.8011
4800.08	38.7456
4900.1	38.7225
4900.1	38.667
4900.1	38.6123
4900.1	38.6524
5000.13	38.4611
5000.13	38.4998
5000.13	38.5024
5099.97	38.3688
5099.97	38.3451
5099.97	38.3605
5199.99	38.2472
5199.99	38.2178
5199.99	38.2615
5300.02	38.1088
5300.02	38.1758
5300.02	38.0722
5300.02	38.1223
5400.04	38.0178
5400.04	38.0486
5400.04	38.081
5500.07	37.9118
5500.07	38.0005
5500.07	37.942
5600.09	37.8854
5600.09	37.883
5600.09	37.8789
5600.09	37.8511
5700.12	37.7475
5700.12	37.7414
5700.12	37.8195
5800.14	37.6511
5800.14	37.706
5800.14	37.6757
5899.98	37.6225
5899.98	37.6091
5899.98	37.6579
5899.98	37.6029
6000	37.4698
6000	37.5828
6000	37.4965
6100.03	37.4484
6100.03	37.4722
6100.03	37.4851
6200.05	37.3816
6200.05	37.361
6200.05	37.3839
6200.05	37.4277
6300.08	37.3246
6300.08	37.4105
6300.08	37.2969
6400.1	37.2045
6400.1	37.3355
6400.1	37.2262
6500.13	37.2372
6500.13	37.2134
6500.13	37.2114
6500.13	37.1367
6599.97	37.0725
6599.97	37.1991
6599.97	37.1858
6699.99	37.1604
6699.99	37.0412
6699.99	37.1117
6800.02	36.954
6800.02	37.0226
6800.02	36.9954
6800.02	37.022
6900.04	36.8987
6900.04	36.9467
6900.04	36.9942
7000.07	36.8655
7000.07	36.8784
7000.07	36.989
7100.09	36.8793
7100.09	36.832
7100.09	36.8251
7200.12	36.7745
7200.12	36.8431
7200.12	36.9
7300.14	36.6649
7300.14	36.6612
7300.14	36.7019
7399.98	36.7365
7399.98	36.723
7399.98	36.6649
7500.01	36.5733
7500	36.5886
7500.01	36.6439
7500.01	36.6083
7600.03	36.5923
7600.03	36.6157
7600.03	36.5918
7700.05	36.5405
7700.06	36.5322
7700.05	36.4911
7800.08	36.4589
7800.08	36.5354
7800.08	36.4964
7800.08	36.4114
7900.1	36.3965
7900.1	36.4805
7900.11	36.4542
8000.13	36.3188
8000.13	36.2767
8000.13	36.405
8100.15	36.3463
8100.16	36.2561
8100.15	36.24
8199.99	36.2532
8199.99	36.2658
8199.99	36.2089
8199.99	36.2841
8300.02	36.2041
8300.02	36.1112
8300.02	36.1882
8400.04	36.1102
8400.04	36.1602
8400.04	36.1262
8500.07	36.0486
8500.07	36.1227
8500.07	36.0194
8501.54	36.0194
8600.09	35.9775
8600.09	35.8805
8600.09	35.9565
8700.12	35.9562
8700.12	35.8647
8700.12	35.8797
8800.14	35.8138
8800.14	35.7815
8800.14	35.8468
8900.17	35.6705
8900.17	35.6793
8900.17	35.6613
8900.17	35.7562
9000	35.5467
9000.01	35.6989
9000.01	35.5497
9100.03	35.4761
9100.03	35.5099
9100.03	35.4556
9200.05	35.4492
9200.06	35.3433
9200.06	35.3806
9200.05	35.4518
9300.08	35.2042
9300.08	35.224
9300.08	35.2921
9400.1	35.0353
9400.11	35.1123
9400.11	35.1735
9500.13	34.9057
9500.13	34.9607
9500.13	34.9303
9600.15	34.7512
9600.15	34.7625
9600.15	34.7511
9600.16	34.7451
9700	34.6642
9699.99	34.6693
9700	34.5541
9800.02	34.3633
9800.02	34.3601
9800.02	34.2894
9900.04	34.1044
9900.04	34.2233
9900.04	34.1779
9900.04	34.2038
10000.1	33.9465
10000.1	33.9168
10000.1	33.9808
10100.1	33.6534
10100.1	33.6472
10100.1	33.6561
10200.1	33.5137
10200.1	33.5371
10200.1	33.4316
10200.1	33.5374
10300.1	33.3566
10300.1	33.4447
10300.1	33.4573
10400.2	33.4743
10400.2	33.4248
10400.2	33.4206
10500	34.0069
10500	34.1112
10500	33.9009
10600	34.8802
10600	34.9195
10600	35.1214
10600	35.0686
10700.1	36.4798
10700.1	36.5741
10700.1	36.4907
10800.1	38.2748
10800.1	38.3544
10800.1	38.2224
10900.1	39.9174
10900.1	39.9334
10900.1	40.0252
10900.1	39.8914
11000.1	41.1248
11000.1	40.9959
11000.1	41.0583
11100.2	41.8219
11100.2	41.7827
11100.2	41.7338
11200.2	42.178
11200.2	42.3011
11200.2	42.3178
11200.2	42.1482
11300	42.4202
11300	42.3982
11300	42.5117
11400	42.3451
11400	42.4356
11400	42.5106
11500.1	42.5335
11500.1	42.3422
11500.1	42.3879
11600.1	42.2023
11600.1	42.3481
11600.1	42.283
11600.1	42.2437
11700.1	42.1727
11700.1	42.2359
11700.1	42.1337
11800.1	41.9816
11800.1	41.9544
11800.1	42.0051
11900.2	41.7654
11900.2	41.9246
11900.2	41.7558
11900.2	41.8753
12000.2	41.725
12000.2	41.7272
12000.2	41.7688
12100	41.6069
12100	41.5454
12100	41.5061
12200.1	41.2678
12200.1	41.3018
12200.1	41.3773
12200.1	41.379
12300.1	41.3625
12300.1	41.3058
12300.1	41.3183
12400.1	41.0958
12400.1	41.1336
12400.1	41.2986
12500.1	41.0642
12500.1	40.9687
12500.1	41.1046
12500.1	40.992
12600.2	40.9372
12600.2	41.0152
12600.2	40.9017
12700.2	40.8888
12700.2	40.9775
12700.2	40.7674
12800	40.729
12800	40.7564
12800	40.8701
12800	40.7943
12900	40.6792
12900	40.6597
12900	40.7027
13000.1	40.5974
13000.1	40.6321
13000.1	40.7928
13100.1	40.6904
13100.1	40.6536
13100.1	40.6938
13200.1	40.4824
13200.1	40.4389
13200.1	40.5842
13200.1	40.5703
13300.1	40.5819
13300.1	40.3998
13300.1	40.428
13400.2	40.4224
13400.2	40.5182
13400.2	40.3672
13500.2	40.4087
13500.2	40.3807
13500.2	40.4842
13500.2	40.4788
13600	40.3305
13600	40.4794
13600	40.2245
13700.1	40.4771
13700.1	40.291
13700.1	40.3592
13800.1	40.2375
13800.1	40.3523
13800.1	40.3741
13900.1	40.2575
13900.1	40.2821
13900.1	40.4247
13900.1	40.2797
14000.1	40.3
