0	2.66027	0	3.23071
2.00E-06	3.28386	2.00E-06	3.75928
4.00E-06	3.81726	4.00E-06	4.18736
6.00E-06	4.24985	6.00E-06	4.50721
8.00E-06	4.57163	8.00E-06	4.71014
1.00E-05	4.77424	1.00E-05	4.78455
1.20E-05	4.84639	1.20E-05	4.73397
1.40E-05	4.79421	1.40E-05	4.55843
1.60E-05	4.61029	1.60E-05	4.2637
1.80E-05	4.31105	1.80E-05	3.85076
2.00E-05	3.89521	2.00E-05	3.34313
2.20E-05	3.37566	2.20E-05	2.74434
2.40E-05	2.76592	2.40E-05	2.07179
2.60E-05	2.08307	2.60E-05	1.34642
2.80E-05	1.34739	2.80E-05	0.583051
3.00E-05	0.570811	3.00E-05	-0.199002
3.20E-05	-0.210276	3.20E-05	-0.96817
3.40E-05	-0.999091	3.40E-05	-1.71608
3.60E-05	-1.75441	3.60E-05	-2.42147
3.80E-05	-2.46946	3.80E-05	-3.06695
4.00E-05	-3.12139	4.00E-05	-3.62966
4.20E-05	-3.68989	4.20E-05	-4.10024
4.40E-05	-4.16627	4.40E-05	-4.46357
4.60E-05	-4.53089	4.60E-05	-4.71223
4.80E-05	-4.7789	4.80E-05	-4.83591
5.00E-05	-4.90549	5.00E-05	-4.83623
5.20E-05	-4.90001	5.20E-05	-4.70611
5.40E-05	-4.76731	5.40E-05	-4.45551
5.60E-05	-4.5093	5.60E-05	-4.08671
5.80E-05	-4.13664	5.80E-05	-3.61613
6.00E-05	-3.65478	6.00E-05	-3.04859
6.20E-05	-3.07565	6.20E-05	-2.40182
6.40E-05	-2.42244	6.40E-05	-1.69353
6.60E-05	-1.70223	6.60E-05	-0.942402
6.80E-05	-0.940792	6.80E-05	-0.166793
7.00E-05	-0.153909	7.00E-05	0.612039
7.20E-05	0.63201	7.20E-05	1.36962
7.40E-05	1.40279	7.40E-05	2.09659
7.60E-05	2.13686	7.60E-05	2.76721
7.80E-05	2.81746	7.80E-05	3.36342
8.00E-05	3.41818	8.00E-05	3.87138
8.20E-05	3.93032	8.20E-05	4.27497
8.40E-05	4.34036	8.40E-05	4.56616
8.60E-05	4.63251	8.60E-05	4.73881
8.80E-05	4.80355	8.80E-05	4.78197
9.00E-05	4.84929	9.00E-05	4.70273
9.20E-05	4.76168	9.20E-05	4.4969
9.40E-05	4.5507	9.40E-05	4.17544
9.60E-05	4.21925	9.60E-05	3.73899
9.80E-05	3.77475	9.80E-05	3.20559
1.00E-04	3.23458	1.00E-04	2.5907
0.000102	2.60873	0.000102	1.90205
0.000104	1.91074	0.000104	1.16251
0.000106	1.16186	0.000106	0.39559
0.000108	0.384316	0.000108	-0.382598
0.00011	-0.400635	0.00011	-1.14919
0.000112	-1.18365	0.000112	-1.89194
0.000114	-1.93221	0.000114	-2.58252
0.000116	-2.63309	0.000116	-3.20932
0.000118	-3.26472	0.000118	-3.75302
0.00012	-3.81551	0.00012	-4.19655
0.000122	-4.26354	0.000122	-4.53443
0.000124	-4.60465	0.000124	-4.75152
0.000126	-4.82367	0.000126	-4.84847
0.000128	-4.91773	0.000128	-4.81401
0.00013	-4.88101	0.00013	-4.65779
0.000132	-4.71706	0.000132	-4.3795
0.000134	-4.432	0.000134	-3.98364
0.000136	-4.02906	0.000136	-3.48536
0.000138	-3.52401	0.000138	-2.89624
0.00014	-2.92781	0.00014	-2.23498
0.000142	-2.25334	0.000142	-1.51541
0.000144	-1.5225	0.000144	-0.758807
0.000146	-0.753653	0.000146	0.0219564
0.000148	0.0316193	0.000148	0.792736
0.00015	0.818182	0.00015	1.54741
0.000152	1.58317	0.000152	2.26087
0.000154	2.30693	0.000154	2.91699
0.000156	2.96852	0.000156	3.49484
0.000158	3.55249	0.000158	3.97574
0.00016	4.03823	0.00016	4.35486
0.000162	4.42024	0.000162	4.61769
0.000164	4.68598	0.000164	4.75717
0.000166	4.82384	0.000166	4.77392
0.000168	4.83769	0.000168	4.66279
0.00017	4.72077	0.00017	4.42862
0.000172	4.48241	0.000172	4.07752
0.000174	4.12326	0.000174	3.61917
0.000176	3.65524	0.000176	3.06644
0.000178	3.09382	0.000178	2.42932
0.00018	2.44704	0.00018	1.7265
0.000182	1.73616	0.000182	0.981808
0.000184	0.977299	0.000184	0.208129
0.000186	0.193634	0.000186	-0.566193
0.000188	-0.591639	0.000188	-1.33311
0.00019	-1.36403	0.00019	-2.06201
0.000192	-2.10646	0.000192	-2.74196
0.000194	-2.7922	0.000194	-3.34363
0.000196	-3.40354	0.000196	-3.86479
0.000198	-3.93211	0.000198	-4.28673
0.0002	-4.35534	0.0002	-4.59949
0.000202	-4.66649	0.000202	-4.78534
0.000204	-4.85524	0.000204	-4.85427
0.000206	-4.91966	0.000206	-4.79082
0.000208	-4.85266	0.000208	-4.60014
0.00021	-4.65779	0.00021	-4.28931
0.000212	-4.3431	0.000212	-3.87091
0.000214	-3.92212	0.000214	-3.35458
0.000216	-3.38808	0.000216	-2.74647
0.000218	-2.77417	0.000218	-2.07071
0.00022	-2.0852	0.00022	-1.3389
0.000222	-1.34084	0.000222	-0.56877
0.000224	-0.563294	0.000224	0.207807
0.000226	0.224556	0.000226	0.976333
0.000228	1.00403	0.000228	1.72618
0.00023	1.76225	0.00023	2.42417
0.000232	2.46959	0.000232	3.06161
0.000234	3.11637	0.000234	3.62078
0.000236	3.67715	0.000236	4.07881
0.000238	4.14001	0.000238	4.42797
0.00024	4.49497	0.00024	4.66343
0.000242	4.73011	0.000242	4.77327
0.000244	4.83866	0.000244	4.76135
0.000246	4.81998	0.000246	4.61834
